Company,Symbol,Previous Close,1y Target Est,Undervalue Rate,Analyst_Count,Annual_Return_5Y,Annual_Volatility_5Y,Weight
Biogen,BIIB,139.12,180.75,0.299238067855089,89,-0.0480724219993385,0.4429819474439231,4.0986022243490396e-16
Booking Holdings,BKNG,5710.74,5407.4,-0.0531174593835475,75,0.2835699318212641,0.332777827834742,4.756782334447885e-16
Broadcom,AVGO,289.6,287.17,-0.0083908839779005,88,0.51926169129774,0.4081675533803968,0.06565217063881489
Cadence Design Systems,CDNS,347.57,351.67,0.0117961849411629,28,0.2931805965081924,0.3561141049713602,1.4582444180508273e-16
CDW Corporation,CDW,164.18,232.8,0.417955902058716,5,0.119570747811104,0.2812068155596218,0.0
Charter Communications,CHTR,267.98,404.17,0.5082095678781999,48,-0.0940720864519277,0.3576018323366687,3.6503552614171015e-15
Cintas,CTAS,216.11,228.5,0.0573319143029011,48,0.2238290926868087,0.2367703044977792,7.309567580112631e-16
Cisco,CSCO,67.02,72.33,0.0792300805729633,75,0.1199069946818454,0.2273173853209673,3.834410153516789e-16
Coca-Cola Europacific Partners,CCEP,91.19,98.0,0.0746792411448624,14,0.1908015387560687,0.2548501379400706,0.039743827392539635
Cognizant,CTSH,71.08,79.0,0.1114237478897017,37,0.0470525950156687,0.2573880008702495,3.6824642758211063e-16
Comcast,CMCSA,33.6,43.0,0.2797619047619046,48,-0.0155406054158864,0.261556242317171,7.590574503486537e-16
Constellation Energy,CEG,312.52,356.67,0.141270958658646,32,0.6803966659715761,0.4949951103942768,0.18061002600779613
Copart,CPRT,47.68,35.5,-0.2554530201342282,4,0.1672777382764555,0.2606291658445022,0.0
CoStar Group,CSGP,88.36,97.0,0.0977818017202354,19,0.0669914135440245,0.3273968819307495,0.0
Costco,COST,969.68,1062.5,0.0957223001402525,101,0.2315307982922127,0.226302549799403,5.8774147755078e-16
CrowdStrike,CRWD,414.06,433.94,0.0480123653576776,203,0.4035253186743454,0.5224204215169974,8.72540300433585e-17
CSX Corporation,CSX,35.87,36.75,0.0245330359632005,65,0.0925522262301891,0.235658260882449,3.980405507099563e-16
Datadog,DDOG,129.15,149.0,0.1536972512582268,84,0.2427057632201638,0.5583887339240536,1.7058543658960185e-15
DexCom,DXCM,80.62,81.36,0.0091788638055072,41,0.0662604889578585,0.4706133626186048,1.3180321804517053e-15
Diamondback Energy,FANG,138.0,208.25,0.5090579710144927,61,0.3600116018102547,0.4598890754917062,0.04715824428167945
DoorDash,DASH,245.18,257.55,0.0504527286075535,83,0.2278971875640098,0.5861314529071546,1.6675245468052911e-15
Electronic Arts,EA,171.55,177.14,0.0325852521130864,55,0.06893234932669,0.2497263487070728,5.238610058120113e-16
Exelon,EXC,44.64,47.0,0.0528673835125448,15,0.1260891629105199,0.213199216928025,1.1278543561694717e-15
Fastenal,FAST,49.14,69.33,0.4108669108669107,23,0.1786808111236893,0.2420361698851967,6.886757896988804e-16
Fortinet,FTNT,77.75,103.5,0.3311897106109325,69,0.3166189918850979,0.4324327440094794,4.2874045654903686e-16
GE HealthCare,GEHC,73.15,84.0,0.1483253588516746,15,0.1381478653412923,0.3250212123436827,6.915316832405928e-16
Gilead Sciences,GILD,116.14,126.14,0.0861029791630789,58,0.138171416598632,0.234586753540917,0.07370499080648646
GlobalFoundries,GFS,32.6,67.38,1.0668711656441716,12,0.04504166407721,0.4991858107821562,3.555054552305893e-15
Honeywell,HON,217.42,247.0,0.136050041394536,37,0.0913265764216247,0.2190868984926939,1.8167924422350922e-17
Idexx Laboratories,IDXX,633.05,715.67,0.130511018087039,14,0.1674491281846015,0.3538844889660564,2.5822656145617736e-16
Intel,INTC,23.5,21.0,-0.1063829787234043,103,-0.0396432948968116,0.4396042232904947,2.5764648081848657e-15
Intuit,INTU,697.76,820.0,0.1751891767943132,82,0.197570032723153,0.3450308537168295,8.585804235675695e-17
Intuitive Surgical,ISRG,469.88,590.33,0.2563420447773901,68,0.1987303931234689,0.3297933866324,0.0
Keurig Dr Pepper,KDP,35.2,38.67,0.0985795454545455,23,0.0558483115639386,0.1915602307511777,7.235719933299698e-16
KLA Corporation,KLAC,872.39,823.33,-0.0562363163264135,51,0.3765866752219468,0.4226522714457393,2.222194204587402e-16
Kraft Heinz,KHC,27.5,29.0,0.0545454545454544,32,-0.0197563272640714,0.2236230737148316,6.820987058622095e-16
Lam Research,LRCX,98.41,83.67,-0.1497815262676557,54,0.3101157767492344,0.4466628102544042,7.789339986785437e-16
Linde plc,LIN,480.71,576.0,0.1982276216429865,33,0.1561185773285191,0.2171356930023678,7.572865932958791e-16
Lululemon,LULU,198.18,430.0,1.1697446765566657,122,-0.0372325455122172,0.4036520115788591,9.963246101432693e-16
Marriott International,MAR,262.27,289.0,0.1019178708964045,32,0.2540533531745665,0.3086621243493818,4.651510715077693e-16
Marvell Technology,MRVL,71.21,99.29,0.394326639516922,88,0.3094984947520245,0.5695586475852089,4.272026609962633e-15
Mercado Libre,MELI,2337.44,2700.0,0.1551098637825998,29,0.2689666701140987,0.5080120080321028,2.1218990954315637e-16
Meta Platforms,META,739.1,850.0,0.1500473548910836,235,0.3030337900801417,0.4396817373491122,4.836375653040522e-16
Microchip Technology,MCHP,66.1,69.33,0.0488653555219364,39,0.1439560788809732,0.4334058560248996,1.6095683971474006e-15
Micron Technology,MU,115.79,146.43,0.2646169790137318,153,0.3071137193731391,0.4657384222052724,6.279927502979406e-17
